repository	id	iid	project_id	title	description	state	created_at	updated_at	merged_by_user_name	merged_at	closed_by_user_name	closed_at	target_branch	source_branch	author_user_name	source_project_id	target_project_id	sha	merge_commit_sha	squash_commit_sha	changes_count	additions	changes	deletions	file_count 
tezos/tezos	61342875	1893	3836952	Docs: update variant encoding example	Fixes #835	merged	2020-06-12T10:08:33.827Z	2020-06-12T14:03:24.339Z	pirbo	2020-06-12T14:03:24.536Z			master	raphael-p@fix-835	raphael-proust	9487506	3836952	cf744df89521e22cdc2811548e9eb77045667ae0			1	8	17	9	1
tezos/tezos	61368317	1894	3836952	Fix for duplicated address aliases	"Before this, the client functions to get stored public and private keys from a key hash picked the first available alias for that key hash and then queried the keys associated to that alias. This caused shadowing of known keys when several aliases reference the same key hash and the first one is not associated to the keys.

Fixes #653."	merged	2020-06-12T14:17:11.788Z	2020-06-22T16:11:36.448Z	adrianbrink	2020-06-22T16:07:07.541Z			master	rafoo@duplicated_adddress_alias	rafoo_	9487506	3836952	4d90d79a60376435b86c4329c6359ffc00c05a3c			6	79	85	6	6
tezos/tezos	61820151	1913	3836952	CI: only run doc linkcheck if docs have changed		merged	2020-06-17T16:48:10.627Z	2020-06-24T11:17:46.247Z	adrianbrink	2020-06-24T11:17:46.278Z			master	raphael-p@only-link-check-when-changing-doc	raphael-proust	9487506	3836952	b6a780afd77b6c86752a09e9c7a7174c894fe0c4			1	18	30	12	1
tezos/tezos	61387844	1896	3836952	WIP: Client+Proto_alpha: add typed version of `unpack michelson data`	"- add a typed version to the client command `unpack michelson data`
- add a new RPC service 'helpers/scripts/unpack_data'"	closed	2020-06-12T18:40:36.760Z	2020-06-23T12:40:07.234Z			rafoo_	2020-06-12T21:49:33.279Z	master	hx-cli-typed-unpack	haochenxie	16805926	3836952	a6efab4c2b2d7ad7fe5567c3b8556981b00b8f3a			3	79	98	19	3
tezos/tezos	61634471	1903	3836952	Improve error monad in preparation for lwtreslib	Part 1 of https://gitlab.com/tezos/tezos/-/merge_requests/1872	merged	2020-06-16T08:32:05.884Z	2020-07-02T07:17:47.369Z	mbouaziz	2020-06-17T15:32:53.929Z			master	raphael@improve-error-monad-in-preparation-for-lwtreslib	raphael-proust	9487506	3836952	d7daf3f19120cf01f0fece886e3d1046f6bf19d2			25	104	159	55	25
tezos/tezos	61303905	1892	3836952	WIP: Parallel Error traces when joining process in p2p tests	"This is an addendum to !1826 which introduces a much cleaner handling of parallel errors.

The definition of `Par` error relies on the recursive definition/declaration of errors which is not yet ready for inclusion in tezos, and thus it cannot be included right now.
see !1770 .

!1770 being merged, this has been integrated in !1826"	closed	2020-06-11T21:33:54.165Z	2020-07-08T20:02:16.283Z			julien.t	2020-07-08T20:02:16.303Z	master	julien@p2p_test_process_improvement-wt-parallel-error	julien.t	9487506	3836952	e4ffb7d8629ae01955a461c4657de7618ebbb149			14	910	1107	197	14
tezos/tezos	65503012	1997	3836952	Tezt: Add regression tests for alpha protocol encodings	"# Context 

This MR adds support for regression testing in Tezt (the first commit) and adds a regression test for alpha protocol encoding (the last commit).

This regression runner is wrapper around `Test.run` function, so that any test can be easily converted to regression test.

An example output of a failing regression test can be seen in this log: https://gitlab.com/metastatedev/tezos/-/jobs/658148619

# Manually testing the MR

You can modify the stored regression outputs, run the regression test with e.g. `dune exec tezt/tests/main.exe regression` and it should then fail.

# Reviewers

@romain.nl @arvidnl @paracetamolo"	merged	2020-07-24T17:13:22.502Z	2020-09-10T09:52:49.320Z	raphael-proust	2020-09-10T09:20:54.340Z			master	tomas/encoding-regressions	tzemanovic	11412215	3836952	3fb85bc5beea227056394479f29914d932b6621a			116	2188	2200	12	116
tezos/tezos	61268681	1889	3836952	WIP: Client: add commands for showing the storage of contracts	"Implements #826.

This adds two commands:

- tezos-client get contract storage type of <contract>
  to access the storage type of a contract

- tezos-client show contract storage of <contract>
  to pretty-print the storage of a value (with field annotations and
  type information on leaves)

Example:

```
mockup_client originate contract bar transferring 100 from bootstrap1 running 'parameter unit; storage (pair (list %numbers nat) (pair (big_map %strs bool string) (timestamp %date))); code { CDR; NIL operation; PAIR }' --init 'Pair { 0; 1; 2 } (Pair {} -4)' --burn-cap 2
[..]
mockup_client_master show contract storage for bar
{numbers={0 : nat; 1 : nat; 2 : nat} : list nat;
 cdr={strs=0 : big_map bool string; date=-4 : timestamp}}

```

WIP because not all types are supported for the moment and tests are missing."	opened	2020-06-11T13:48:13.265Z	2020-06-13T22:11:43.555Z					master	rafoo@pretty-print-contract-storage	rafoo_	9487506	3836952	1fb6e796d41c242040428c67fd277dfffd59c38d			3	170	170	0	3
tezos/tezos	61276858	1890	3836952	Signer-backends: remove dead code		merged	2020-06-11T14:58:46.386Z	2020-06-12T12:36:21.568Z	pirbo	2020-06-12T12:36:21.604Z			master	raphael-p@remove-deadcode-in-signer-backends	raphael-proust	9487506	3836952	5cb48cac5123c78b50b9bae914f112e3e8bf162a			1	0	8	8	1
tezos/tezos	65264060	1994	3836952	Improve node configuration validation support	"# Context

### Overview

This MR aims to provide a better support for validating the node configuration.

Currently, most of the configuration validation is done in the `Node_config_file` module.

Here, we provide the `Node_config_validation` module which defines different  
tools that aim  to validate and report errors and warnings of a node configuration  
file in a standardized and proper way, reporting guilty config fields and values.

For now, all the previous configuration tests have been ported to the new module.  
Only a fresh validation is introduced, the one regarding the expected proof-of-work.  
The approach of the `Node_config_validation` aims to ease the creation of new validations  
using combinators and the composition of validations relying on a 'pipeline' design.  
Therefore, I would suggest to concentrate efforts into merging this MR and then expanding the set of validations.

### `tezos-node config validate`

It also introduces a new command, named `tezos-node config validate`, that validates the node configuration file.  
This command can also be used to validate a new parameter, giving that the current configuration file is valid.

For instance:

```shell
$ ./tezos-node config validate --expected-pow 1234
Jul 31 17:21:52.468 - [error] node.config.validation: field ""p2p.expected-proof-of-work"", value: ""1234."". Expected proof-of-work must be between 0 and 256 (inclusive).
```

### The `--disable-config-validation` argument

In order to allow users to play with a configuration file that the node considers as invalid,  
a new argument is introduced, `--disable-config-validation`, that allows to bypass the node  
configuration validation.

For instance:

```shell
$ ./tezos-node run --disable-config-validation --expected-pow 1234
Jul 31 17:29:16.245 - node.main: starting the Tezos node (chain = TEZOS_MAINNET)
Jul 31 17:29:16.245 - node.main: disabled node configuration validation
Jul 31 17:29:16.245 - node.main: disabled local peer discovery
...
``` 

Related issue: https://gitlab.com/tezos/tezos/-/issues/841

Regarding the issue above, this MR performs the right check (i.e `expected-connections` should be less that `max-connections`).

```shell
$ cat ~/.tezos-node/config.json
{
  ""p2p"": {
    ""bootstrap-peers"": [
      ""boot.tzbeta.net""
    ],
    ""listen-addr"": ""[::]:9732"",
    ""limits"": {
      ""max-connections"": 9
    }
  },
  ""rpc"": {
    ""listen-addr"": ""localhost:8732""
  },
  ""log"": {
    ""output"": ""/tmp/tezos-node.log"",
    ""rules"": ""* -> notice"",
    ""template"": ""$(date) - $(section): $(message)""
  }
}
$ ./tezos-node run
Sep 28 12:59:17.484 - [error] node.config.validation: The expected number of connections (50) is greater than the maximum number of connections (9)
Sep 28 12:59:17.484 - [error] node.config.validation: found: ""p2p.limits.expected-connections"" (50), ""p2p.limits.max-connections"" (9)
```
# Manually testing the MR

The MR can easily be tested by creating an incorrect configuration file and trying to validate it. 

# Reviewers

@vect0r"	opened	2020-07-22T17:39:18.930Z	2020-10-26T13:43:08.496Z					master	phink@check-config-consistency	phink	9487506	3836952	fdbbcdcc8a232c2c15cb2dcca06d880b3d8492d5			8	582	819	237	8
tezos/tezos	61187433	1886	3836952	WIP: divide `lib_shell` into smaller libs	"This MR extracts two ""lower-level"" libraries out of `lib_shell`:
1. `lib_state` which provides an abstraction of the store
2. `lib_ddb` which provides an abstraction of the network and the store

Before this MR, `lib_shell` consists of a large number of modules (about 40) with rather complex dependencies and not apparent structure.

The goal of this MR is to make the shell more modular and tractable by making explicit important sub-components, and their dependencies. These components can be specified, tested and maintained separately. 

This split was easy to achieve just by moving files around, the only modifications to the code concern the tests which have been divided into two groups.

WIP:
1. A small part of `shell_test_helpers.ml` is duplicated between `lib_state/test` and `lib_shell/test`. Need to think where is the best place for this (or if we can live with the duplication)
2. double check dependencies in dune/opam files (is there a way to test that automatically?)
3. Rebase over the new storage

For a future MR:
1. We can probably take advantage of libraries namespaces (instead of relying on naming conventions such as `Distributed_db_*`). We can also statically restricting the set of exported modules (only `Distributed_db` is accessed outside `lib_ddb`).
2. The shell bypasses ddb to access the storage, maybe we can have a cleaner abstraction and have `ddb` as the only interface between `lib_shell` and the network/storage."	closed	2020-06-10T18:58:17.666Z	2020-08-05T09:10:59.689Z			bidinger	2020-07-17T09:32:39.870Z	master	philb@extract_lib_ddb	bidinger	9487506	3836952	d889d8ca1eaa129d568f5370f94a96cdb1327a3a			43	310	346	36	43
tezos/tezos	61241534	1888	3836952	Shell: remove DDb operation_hashes messages	"This removes the following messages from `Distributed_db_messages`
* Get_operation_hashes_for_blocks
* Operation_hashes_for_block

As well as the corresponding requesters.

The requester for ""operation hashes"" isn't exported to the shell, so these values are never queried by the shell (nor by ddb).

This addresses https://gitlab.com/nomadic-labs/tezos/-/issues/150

Question: this message isn't used by the node, but it could be used by other tools I'm not aware of. Is it considered part of the specification of a Tezos node or just a relic of the past? 
"	merged	2020-06-11T09:55:39.377Z	2020-06-15T14:47:54.018Z	adrianbrink	2020-06-15T14:47:54.048Z			master	philb@ddb_deadcode	bidinger	9487506	3836952	877802b39a5259adf9ed9a147ac8c106924873b3			9	3	212	209	9
tezos/tezos	61063946	1882	3836952	Test/Python: Fix an issue related to singleprocess option (!1759)	"A bug related to the scoping of a variable (after rebase) made Python
ran the tests in `singleprocess` mode even if the option was not
specified

# How to test this MR

After creating a log directory such as `/tmp/log`

Check that:
1. For a random test using a node, call `pytest` with the option `--singleprocess` and a logging directory with the option `--log-dir`. In the log of the node, observe a line similar to `Apr 16 21:52:41 - block_validator_process_sequential: Initialized`.
2. Without the option, you observe a line similar to `Jun  9 18:46:52.887 - block_validator_process_external: Initialized`"	merged	2020-06-09T16:50:02.204Z	2020-06-10T08:44:36.936Z	pirbo	2020-06-10T08:44:36.962Z			master	francois@fix-singleprocess-option	Saroupille	9487506	3836952	f443a9c38814cb6aae5fef4036138f936d33a869		f443a9c38814cb6aae5fef4036138f936d33a869	1	4	7	3	1
tezos/tezos	60964274	1879	3836952	Sandbox:  update flextesa test suite for ledger-wallet and ledger-baking	"In place of !1860
- Adds tests for the parsing of manager.tz operations
- Fixes terminal-based-prompts to make them more accurate with what ledger actually displays
- Removes dead code"	merged	2020-06-08T20:40:51.923Z	2020-06-15T07:46:58.616Z	pirbo	2020-06-12T13:35:45.715Z			master	jam@flextesa-test-audit	unique_username	5906749	3836952	e5f03b8a72410f331a70e94b356a75f11e35569c			2	509	763	254	2
tezos/tezos	60906768	1878	3836952	Doc: howtoget use opam from apt, remove which	fix #795	merged	2020-06-08T11:01:14.360Z	2020-06-09T08:24:32.911Z	pirbo	2020-06-09T08:24:33.178Z			master	marco-doc	paracetamolo	9487506	3836952	7b04559d7a1afc96381e801e0fb2c696e946cfa0			1	3	14	11	1
tezos/tezos	61157150	1884	3836952	Yet an other tezos/opam-repository refresh (hacl-star+ocamlformat)		merged	2020-06-10T14:26:46.410Z	2020-06-10T17:00:13.608Z	pirbo	2020-06-10T17:00:13.649Z			master	opam_opam_opam	pirbo	9487506	3836952	884944fc4abe1669570b82813c2e4fc286b87290			3	4	7	3	3
tezos/tezos	60900748	1875	3836952	Lib_stdlib_unix: improve performance of display_progress	"... by delaying the formatting of the output message until it's
definitely going to be printed.

Previously, the output string was _always_ constructed by
`Format.kasprintf`, even when the refresh counter had not been reached,
resulting in lots of redundant string allocations inside the hot loop of
the context dump."	merged	2020-06-08T10:03:12.139Z	2020-06-09T10:43:48.793Z	pirbo	2020-06-09T10:43:48.832Z			master	display-progress-performance	CraigFe	18643592	3836952	d2a77026e43a25ecf288f923f4a7348c550d7928			4	48	76	28	4
tezos/tezos	61109671	1883	3836952	P2p: rename P2p_socket.kick into P2p_socket.nack	Small refactoring listed in nomadic-labs/tezos#13	merged	2020-06-10T07:48:15.916Z	2020-11-02T14:54:46.654Z	adrianbrink	2020-06-15T15:09:49.978Z			master	igarnier@rename-p2p-kick-nack	igarnier	9487506	3836952	6d283b0ffc392eee5e3419df6483d067f80b6947			4	14	28	14	4
tezos/tezos	60902433	1877	3836952	Tooling: state OCamlformat version in config files	This causes `ocamlformat` to fail if run with a version other than `0.10`, making it harder to accidentally reformat the entire repository with an incorrect version.	merged	2020-06-08T10:18:48.958Z	2020-06-09T10:15:00.123Z	pirbo	2020-06-09T10:15:00.158Z			master	explicit-ocamlformat-version	CraigFe	18643592	3836952	0ec6100627e993c076e7955088450845b8e503ed			109	109	109	0	109
tezos/tezos	60768666	1874	3836952	Tests: fix wrong usage of assert_run_failure	"Spotted by @bidinger.
`assert_run_failure` is now a context manager."	merged	2020-06-05T12:56:52.009Z	2020-06-15T16:30:17.373Z	pirbo	2020-06-09T11:21:52.181Z			master	dannywillems@fix-wrong-usage-assert-run-failure	dannywillems	9487506	3836952	0b18861dbd3ef6cdc8591d36553b77d077c0a451			1	1	4	3	1
tezos/tezos	61290967	1891	3836952	Modernise option	"For `Option` use the same extension technique as with List and String: have `tzOption.ml` in `lib_stdlib` and merge it with `Stdlib.Option` in `lib_base`.

Note that due to minor differences between `Stdlib.Option` and `Tezos_stdlib.Option`, the changes introduced by this MR are far extensive but shallow. E.g., `map` doesn't take a label for its argument.

Once this is merged, it is possible to open an MR against `proto-proposal` to give the environment v1 access to this new version of option."	merged	2020-06-11T17:36:20.949Z	2020-06-19T15:49:57.414Z	rafoo_	2020-06-18T08:10:01.228Z			master	raphael-p@modernise-option	raphael-proust	9487506	3836952	e384c3ee37f863c39000388c5fa60fa97dc9d8cc			95	450	911	461	95
tezos/tezos	60901518	1876	3836952	Tooling: correctly guard against no arguments to lint.sh	"Previously, the script attempted a `shift` that fails in the case where
no arguments are passed. The usage message is now printed appropriately
in this case."	merged	2020-06-08T10:08:29.281Z	2020-06-15T13:16:23.342Z	adrianbrink	2020-06-15T13:16:23.373Z			master	lint-script-no-arguments	CraigFe	18643592	3836952	0a4c49a61bab9d45a363a3ead88307c93c0e7973			1	1	2	1	1
tezos/tezos	60719483	1870	3836952	"WIP: Resolve ""tezos-client crashes when ~/.tezos-client/config is broken or empty"""	Closes #822	closed	2020-06-05T03:36:13.726Z	2020-06-05T03:36:49.207Z			camlspotter	2020-06-05T03:36:49.222Z	master	822-tezos-client-crashes-when-tezos-client-config-is-broken-or-empty	camlspotter	3836952	3836952	3f4be780d80337454518b7fed424520c1a0a5c3c				0	0	0	0
tezos/tezos	61638938	1905	3836952	Extend lwtreslib with hashtbl	"Part 3 of !1872

Depends on !1904

Reviewers: @mbouaziz @vbotbol"	merged	2020-06-16T09:09:25.437Z	2020-07-07T07:29:55.952Z	pirbo	2020-07-07T07:29:55.991Z			master	raphael-p@extend-lwtreslib-with-hashtbl	raphael-proust	9487506	3836952	e7266ad0ad41093d6db5251666d377414c6f78f4			21	642	745	103	21
tezos/tezos	60679291	1868	3836952	lib_p2p: greylisting peers on decoding error	"Currently a peer that send us a malformed message is simply
disconnected.
This patch additionally bans temporarily (eg greylists) the offending peer.

For the record, greylisting the peer results in a greylisting of its
identity and of its IP address."	merged	2020-06-04T16:17:25.917Z	2020-06-09T23:11:53.346Z	raphael-proust	2020-06-08T09:05:17.456Z			master	julien@p2p_ban_on_decoding_error	julien.t	9487506	3836952	061e0b6e5f981499339782ce4c42c56d6a8b31eb			3	9	11	2	3
tezos/tezos	60719635	1871	3836952	Fixed the error reporting when .tezos-client/config is not a valid JSON file	This is a fix for #822	merged	2020-06-05T03:40:59.678Z	2020-08-03T16:15:20.221Z	raphael-proust	2020-06-12T08:25:23.643Z			master	jun@tezos-client-config-file-parse-error-fix	camlspotter	11126765	3836952	7b3050f978a0118099a80f0e4b69ebd1bbac4e6e		4d45b3357f6e931e54bca7dbb1b2c0852474106c	1	15	23	8	1
tezos/tezos	60626897	1865	3836952	Docker: fix '--rpc-port' option	"* It fixed the **--rpc-port** option which is currently not parsed correctly in the script and passed to the node container.
* It prevents the node to fail due to unknown option at launch."	merged	2020-06-04T10:48:29.098Z	2020-06-09T12:38:37.380Z	romain.nl	2020-06-09T12:38:37.410Z			master	docker-deployment-rpc-port	ycoriton	19186834	3836952	296df0d6144dde546e06a62ea1bda02505759652			1	3	6	3	1
tezos/tezos	60741493	1873	3836952	Update CI integration tests	"This MR updates `.gitlab-ci.yml` with the diff generated by `./scripts/update_integration_test.sh`.

The diff plugs the following tests that were missing:

* `tests_python/tests/test_codec.py`
* `tests_python/tests/test_mockup.py`

Both of these tests were added recently and forgot to update the CI accordingly :face_palm: . Fortunately the tests are still passing, so no harm was done :joy_cat: .

The CI could maybe check that such things are not forgotten, but this should be the subject of another issue."	merged	2020-06-05T09:09:53.928Z	2020-06-09T09:17:17.226Z	pirbo	2020-06-09T09:17:17.262Z			master	smelc-update-CI-integration-tests	smelc	18024911	3836952	20323cc54efaadeceacca0cb6c5946d4601cf583			1	12	12	0	1
tezos/tezos	60696919	1869	3836952	tezos-client: add verbose-signing and blake 2b hash to multisig command suite	"Adds the verbose-signing switch to a number of the multisig commands and also displays the Blake 2b hash in the ""prepare multisig*"" set of commands"	merged	2020-06-04T19:40:50.682Z	2020-06-15T13:38:38.211Z	adrianbrink	2020-06-15T13:38:38.239Z			master	jam@add-verbose-sign-multisig	unique_username	5906749	3836952	247150c2b138f80a351454d2d25d4ee78688f904			6	130	396	266	6
tezos/tezos	60656390	1866	3836952	Protocol environment: fix dependencies in sigs/structs opam and dune		merged	2020-06-04T14:37:33.632Z	2020-06-04T17:48:14.052Z	pirbo	2020-06-04T17:48:14.088Z			master	raphael-p@fix-opam-build-currently-broken-in-master--opam	raphael-proust	9487506	3836952	946cb584605a01e67d823de4fc0f0dc68e8206f2		b0f589dff9a091589ca5ccd5b53aadb61c0167a2	6	17	23	6	6
tezos/tezos	60623128	1864	3836952	Add additional parameter shell to run/run_generic	"Require when a parameter contains quotes.
See https://docs.python.org/3.6/library/subprocess.html#security-considerations

A test in Sapling (see https://gitlab.com/cryptiumlabs/tezos/-/merge_requests/169 and https://gitlab.com/cryptiumlabs/tezos/-/blob/67fd51fb6b08837bb3f59754a61690629ad8c65f/tests_python/client/client.py#L906) does use this feature. Useful for commands like:
```
tezos-client sapling forge transaction using shielded-tez from alice sending \
  ""3 to  zet13DPAZqRRtU9j6u9U35cZrrW4McQBQqun8cMciRzdcLjwNjFrPRnCLUX3CEiVugSQ5 with memo hell0"" \
  ""210 to zet13yz6m1RTCrRtqMyyPzyoJNzF42D3b2VpJ1uPeSyGXHKH7Bvj4akc2pSVvx3DuQyzC with memo hell1"" \
  --json
```

This commit will be cherry-picked for 169."	closed	2020-06-04T10:12:23.702Z	2020-06-08T12:13:05.654Z			dannywillems	2020-06-08T12:13:05.670Z	master	dannywillems@add-shell-param-in-run-python	dannywillems	9487506	3836952	55d480e8fae5d7c0442803cf07e43a421b2e10ae			2	12	18	6	2
tezos/tezos	61171424	1885	3836952	Tests/Python: more deterministic voting full test	"Fixes the voting_full test expectation on protocol transition (the `PROTO_B` baker starts baking when the metadata's `next_protocol` is equal `PROTO_B`, rather than `protocol`). Without this change, the test may not always fail (it's sensitive to timing of when the `PROTO_B` baker bakes the first block). It seems that it's more likely to fail on proto-proposal branch than in master, perhaps because on master proto-alpha and 006 are pretty much the same (modulo migration code).

Furthermore, we
- only use one bootstrap account to bake. This make sure delegate is always active
- use retry-based check of chain_id (to give some leeway for the run time of migration of the new protocol)
- launch new protocol baker only after corresponding protocol is known as 'next_protocol'"	merged	2020-06-10T16:54:22.612Z	2020-07-02T11:36:15.931Z	adrianbrink	2020-07-02T11:36:15.960Z			master	tomas/test-voting-full-next-protocol-fix	tzemanovic	11412215	3836952	14eb0b08931a52826face9960ee28752544a33a5			3	39	58	19	3
tezos/tezos	60554323	1860	3836952	Update flextesa test suite for ledger-wallet and ledger-baking	"- Adds tests for the parsing of manager.tz operations
- Fixes terminal-based-prompts to make them more accurate with what ledger actually displays
- Removes dead code"	closed	2020-06-03T19:27:25.503Z	2020-06-09T11:37:53.934Z			unique_username	2020-06-08T20:41:33.514Z	master	flextesa-dev-master	unique_username	5906749	3836952	5e69e0eca82f0b13e5fb1c424180007f1e4b9f1a			2	509	763	254	2
tezos/tezos	60607183	1861	3836952	Error-only monad in error monad	This MR adds error-only functions to match the combined error-lwt functions of the error monad	merged	2020-06-04T08:09:53.710Z	2020-06-04T14:20:36.930Z	mbouaziz	2020-06-04T11:39:09.691Z			master	raphael-p@error-only-monad-in-error-monad	raphael-proust	9487506	3836952	de994c3ea25b1ce9cb40ce71d5384a4e941620ad			24	148	274	126	24
tezos/tezos	60612324	1863	3836952	PVSS: more tests and various smaller changes	These changes are taken from https://gitlab.com/cryptiumlabs/tezos/-/merge_requests/80	merged	2020-06-04T08:52:51.308Z	2020-06-08T10:23:52.218Z	raphael-proust	2020-06-08T10:23:52.252Z			master	tomas/pvss-wee-bit-more-tests	tzemanovic	11412215	3836952	3ded0cb8ed1c495664b3b4ecdd62007624b35ae8			5	186	213	27	5
tezos/tezos	60362486	1855	3836952	Doc: explain how to get Rust for master	The `master` branch now requires Rust to compile before running `make build-deps`. This MR adds a small paragraph to the documentation to explain this and gives a link to rustup, a script which seems to be the preferred way to install both Rust and Cargo.	merged	2020-06-02T11:19:35.667Z	2020-06-04T12:06:42.614Z	pirbo	2020-06-03T09:02:48.251Z			master	romain-doc-rust	romain.nl	9487506	3836952	16acd8472edbb0092485b66a7f82b61653ebe560			1	4	5	1	1
tezos/tezos	60737082	1872	3836952	WIP: Lwt-result-stdlib: a stdlib replacement that's lwt/error-monad aware	"Replaces !1804 with opam test for the CI

This MR is being replaced with smaller MRs that introduce the different components one by one to ease reviewing/merging.

For historical reason, work has started on different parts concurrently and now the two sequences of MR are kinda independent so we'll need rebasing when one strand gets an MR merged. I, @raphael-proust, being familiar with the aim and implementation of these MR, volunteer to do that.

- Bigger Lwtreslib
    - [x] !1903
    - [x] !1904
    - [x] !1905
    - [x] !1968 
    - [x] !1895
    - [x] !2050 
    - [ ] ~~!1967~~ !2131 (List (and Tests)) 
    - [ ] !2054 (Option)
    - [ ] Arrays
    - [ ] String?
    - [ ] `Seq_s` (Lwt-aware seqs), `Seq_e` (error-aware seqs), etc.

- Better Lwtreslib
    - [x] !2018 
    - [ ] !2131 (Tests (and List))
    - [ ] !2026 (More independence from Error-monad, rearrange `Seq.Monad` at the same time)

- Misc
    - [x] !2036 

---------------------------

This meta-MR introduces `tezos-lwt-result-stdlib`, a library with Set, Map and other collections that are similar to Stdlib's but
- without any exceptions and
- with support for error, lwt, and combined error-lwt monad traversal.

The ultimate aim is to shadow the Stdlib's version to enforce use of the error monad.


### future steps

- [ ] Add support Lwtreslib in the protocol environment
- [ ] Increase shadowing of the Stdlib:
    - [ ] Option
    - [ ] Array
    - [ ] Seqlwt (a Seq-like module that has more integration with Lwt, this should allow to have a lazy `map`) (Wouldn't Lwt_stream suffice?)
    - [ ] Queue
- [ ] make the trace abstract/private (to prevent https://gitlab.com/tezos/tezos/-/issues/864 from ever happening) with generic enough combinators (seuqntial for tracing, concurrent for combining)
- [ ] Absorb `TzString` and `TzList` extensions possibly?"	opened	2020-06-05T08:30:10.490Z	2020-10-15T12:57:01.799Z					master	raphael@error-monad-with-bind-into-lwt--opam	raphael-proust	9487506	3836952	d8439a34d35d1bc647a8a5487ffca15f55c2e659			66	2223	2626	403	68
tezos/tezos	60106265	1852	3836952	Client: missing URI scheme error handling	"When the URI scheme is missing, the current assertion is not informative for users:
```
Fatal error:
  ""Assert_failure src/lib_client_base/client_keys.ml:237:6""
```

This may be even more confusing when one uses a incorrect argument as in #815 "	closed	2020-05-29T16:38:27.095Z	2020-06-02T15:25:20.421Z			tzemanovic	2020-06-02T15:25:20.440Z	master	tomas/client-keys-missing-scheme-error-handling	tzemanovic	11412215	3836952	da7615e4d0d484853ab20abc29ff9c259bc9f301			1	14	17	3	1
tezos/tezos	60358899	1853	3836952	Doc: update to bisect_ppx2.4.1	"It looks like the opam repository now uses a bisect_ppx 2.4.1 which solves a [limitation on the code](https://github.com/aantron/bisect_ppx/issues/319).

This MR reverts some commits from tezos/tezos!1714 and updates the documentation"	merged	2020-06-02T10:45:19.214Z	2020-06-09T17:26:13.609Z	pirbo	2020-06-09T17:26:13.850Z			master	mehdi@bisect_ppx2.4.1	mbouaziz	9487506	3836952	691f08c22e3aafd006a4e29fa1b5e82159f8147a			8	59	149	90	8
tezos/tezos	60612191	1862	3836952	Doc: add a note about the PATH for Rust	The rustup documentation says that it updates the `PATH`, but actually it seems it must be done by hand.	merged	2020-06-04T08:52:23.424Z	2020-06-15T14:07:34.395Z	adrianbrink	2020-06-15T14:07:34.428Z			master	romain-doc-rust	romain.nl	9487506	3836952	073648a9b19144f301d559646dae1303ed79a4fb			1	10	12	2	1
tezos/tezos	60381172	1856	3836952	Client/Mockup: add describe service and allow `rpc {get,post,..}` commands	"This is related to issue nomadic-labs/tezos#168

This MR does two things:

- it registers `description_service` in the service tree of the mockup mode, allowing more informative errors to be given to the user when an RPC is not implemented in this mode.
- it branches the `rpc {get,post,..}` commands back to the mockup mode

The second point involves importing part of the resto http server logic back in the mockup mode but code duplication is thankfully rather limited.

Missing:
* [x] doc
* [x] tests"	merged	2020-06-02T13:57:36.705Z	2020-06-19T16:06:43.693Z	rafoo_	2020-06-17T08:20:41.160Z			master	igarnier@mockup-describe	igarnier	9487506	3836952	eef2c0d4a1b6c258605a16f4cd3e829a55368c29			4	196	235	39	4
tezos/tezos	60060656	1851	3836952	build-deps: add depext conf-libffi		merged	2020-05-29T13:33:25.610Z	2020-05-29T14:09:59.794Z	pirbo	2020-05-29T14:09:59.834Z			master	abate@libffi	abate	9487506	3836952	61c00b8fd7a409002432dba17ece6c19eedb6c35			1	1	2	1	1
tezos/tezos	60361899	1854	3836952	Client: Improve key uri parsing errors	"This is related to #653.
It doesn't implement what 653 expects (being able to give a ""public key hash you know the corresponding secret key of"" when a secret key alias is expected) but it makes slightly more explicit that what was expected is a secret key alias :-).

The vast majority of the changes is a refactoring to ensure that ""uri with no scheme"" error goes through the error monad. I left Uri.of_string ""unprotected"" because I didn't manage to conclude on whether it can fail or not (It relies on Re.exec that can raise Not_found in general but does it on the uri regular expression specifically?)."	merged	2020-06-02T11:13:03.278Z	2020-06-08T19:48:05.211Z	pirbo	2020-06-08T19:48:05.250Z			master	multisig-failure	pirbo	9487506	3836952	ce2ff455c9aadc760c8bb3c320f064a88a3620f1			19	112	229	117	19
tezos/tezos	59841857	1850	3836952	CI: uses a build image with librustzcash	First preliminary step toward libsapling!	merged	2020-05-27T17:48:06.995Z	2020-05-28T08:55:29.810Z	pirbo	2020-05-28T08:55:29.944Z			master	librustzcash_in_base_image	pirbo	9487506	3836952	7cc1bab713ba6b2f202e0581f3817a8edbecad8e			3	3	5	2	3
tezos/tezos	60657535	1867	3836952	CI: run opam tests if opam or dune files changed	"We often have MRs which should run the `opam` tests but don't because the branch does not have `opam` in the name. This MR causes the tests to automatically run `opam` tests if a `.opam` or `dune` file changed, even if the branch name does not contain `opam`.

To test, create branches (on top of `romain-ci`) with or without `opam` / `-release` in the name, and with or without modifying `dune` or `.opam` files, push them and check if the pipeline has stage 3."	merged	2020-06-04T14:45:23.985Z	2020-06-05T10:29:07.787Z	paracetamolo	2020-06-05T10:29:07.825Z			master	romain-ci	romain.nl	9487506	3836952	764fcae3ba2a0dd8bce9377478079de924d16ba9			1	15	19	4	1
