id	type	body	author_user_name	created_at	updated_at	isSystem	noteable_id	noteable_type	noteable_iid	change_trigger	repo	merge_request_id 
gid://gitlab/DiffNote/380035844		One, several or all of the above :)	mbouaziz	2020-07-15T15:42:39Z		False				-2	tezos/tezos	1961
gid://gitlab/DiffNote/380035845		Indeed	mbouaziz	2020-07-15T15:42:39Z		False				-2	tezos/tezos	1961
gid://gitlab/DiffNote/380035848		Right :grin:	mbouaziz	2020-07-15T15:42:39Z		False				-2	tezos/tezos	1961
gid://gitlab/DiffNote/380035852		"That's not clear to me. Inspecting errors (or traces) of *parallel* execution seems hard, maybe we'd want both versions:
1. stop at first (any) error, or
2. create a combined trace.

1 is good when I don't really care about the errors and I just want to fail fast. 2 is better if I want to pretty-print all of them.

I'm also think about a 3rd possibility: fail fast on the first error but also return a promise to retrieve the other ones. Not sure it's easily usable though."	mbouaziz	2020-07-15T15:42:39Z		False				-2	tezos/tezos	1961
gid://gitlab/DiffNote/380520691		"Having both version makes it hard to design a good interface: Do we have `policy:[`Best_effort | `Fail_early]` named parameter? An optional parameter? With what default? Do we have two modules for each collection we might want to traverse `{List,Seq,Array,…}.{Best_effort,Fail_early}`? Or two sets of collections `{Best_effort,Fail_early}.{List,Seq,…}`?)

It also requires more documentation, more code, more tests, etc.

The ""3rd possibility"" is just another way to provide both versions. Instead of different call points you return a tuple which basically corresponds to returning two return points. I.e., `iter_ep ~policy:`Best_effort f xs = snd @@ iter_ep_return_both f xs` and `iter_ep ~policy:`Fail_early f xs = fst @@ iter_ep_return_both f xs`.


------------------------------------

The big question with 1 is: What happens with the unresolved promises when we fail early? Consider the following (obviously artificial) example:

```
iter_ep
  (fun f -> f ())
  [ (fun () -> fail …);
    (fun () ->
      Lwt_unix.sleep 1. >>= fun () ->
      some_side_effect () >|= fun () ->
      Ok () ]
```

When the promise returned by the call to that function, do we cancel the other promise or not? Implicitly cancelling promises makes programs really difficult to reason about, but so does concurrent side-effects from a call that's done somewhere far removed from the execution point.


**IMO**: It's important to have one solid semantic that is consistent across all our traversors.

--------------------------------------

With 2 the difficulty is inspecting the trace. Having first-class patterns would help us design better handlers, but in the mean time here are a few admittedly clunky ways to deal with combined traces. Note that they are all meant to be used as `… >>= f args` with the last ommitted argument being

```
(** [recover f (Ok ())] is a promise already resolved to [()]
    [recover f (Error trace)] is [Lwt_list.iter_p f es] where [es] are all the
                              top errors of the multiple parallelly-composed
                              subtraces of [trace]. (If [trace] is not made of
                              a single sequential trace, then [es] has a single
                              element.)
*)
val recover: ('error -> unit Lwt.t) -> (unit, 'error trace) result -> unit Lwt.t

(** [salvage f (Ok ())] is a promise already resolved to [Ok ()]
    [salvage f (Error trace)] concurrently ([_p]) applies [f] to each [e] in [es]
                              (with the same [es] as in [recover]). If all the
                              [f e] resolve to [Ok ()] then the promise as a whole
                              resolves to [Ok ()], otherwise it resovles to
                              [Error new_trace] where [new_trace] is a parallel
                              composition of all the resulting traces.
*)
val salvage: ('error -> 'error trace -> (unit, 'error trace) result Lwt.t)
          -> (unit, 'error trace) result
          -> (unit, 'error trace) result Lwt.t

(** [log_and_discard_errors f (Ok ())] is a promise already resolved to [Ok ()]
    [log_and_discard_errors f (Error trace)] is a promise that resolves to
                                             [Error new_trace] where [new_trace]
                                             is a parallel composition of the
                                             sequential traces of [trace] that
                                             [f] returned [false] (i.e, ""do not
                                             discard"") for. If [new_trace] would
                                             be empty, the whole promise
                                             resolves to [Ok ()] instead.
*)
val log_and_discard_errors: ('error -> 'error trace -> bool Lwt.t)
                         -> (unit, 'error trace) result
                         -> (unit, 'error trace) result Lwt.t
```

We can also have handlers for checking that all top errors verify a predicate (e.g., “all errors are Timeouts or Cancellations” or “all errors are benign I/O errors”), for checking that one of the top errors verifies a predicate (e.g., “at least one of the errors is an economic error”), for folding over the errors to build another value of the same type as the one carried by `Ok`, etc.

Again, those are sort of clunky. But they all rely on some sound concepts: a fully sequential trace is just a parallel composition of traces with a single trace that has been composed into the whole, an empty parallel composition of traces is just [Ok ()]. And based on that, you can make generic ways to handle traces whatever their composition.

**IMO**: This still needs work but I think we can make usable, useful error handlers for parallel traces."	raphael-proust	2020-07-16T09:15:09Z		False				5	tezos/tezos	1961
gid://gitlab/DiffNote/380520696		"Ok. So that means we can't use just a type parameter.

But using `list` specifically means that you restrict yourself to a few possible ways to combine traces (selection, concatenation).

We need a middle ground."	raphael-proust	2020-07-16T09:15:09Z		False				0	tezos/tezos	1961
gid://gitlab/DiffNote/380520702		Sounds good!	raphael-proust	2020-07-16T09:15:10Z		False				0	tezos/tezos	1961
gid://gitlab/DiffNote/381105528		This has been changed in the last commit	mbouaziz	2020-07-17T07:20:46Z		False				-2	tezos/tezos	1961
gid://gitlab/DiffNote/381418635		I pushed one (1) commit to change this to `'error`/`trace`.	raphael-proust	2020-07-17T14:31:08Z		False				0	tezos/tezos	1961
gid://gitlab/DiffNote/381418637		I'm resolving this and other threads that we seem to agree on.	raphael-proust	2020-07-17T14:31:08Z		False				0	tezos/tezos	1961
gid://gitlab/DiffNote/365714553		"```suggestion:-0+0
              head. A non empty list allows to request one or more specific \
```"	mbouaziz	2020-06-22T13:51:41Z		False				0	tezos/tezos	1916
gid://gitlab/DiffNote/376591611		Should use Simple_events instead?	arvidnl	2020-07-09T13:42:25Z		False				-1	tezos/tezos	1936
gid://gitlab/DiffNote/376591619		Add comment here that meta data is pruned under certain circumstances?	arvidnl	2020-07-09T13:42:25Z		False				0	tezos/tezos	1936
gid://gitlab/DiffNote/376702907		In the daemons, we keep using the DSL because obsidian tools rely on that (not sure if still true). So this is, in my opinion, out of scope and the event system rehaul (if possible at all) deserve a separate rehauling MR.	vbotbol	2020-07-09T15:52:57Z		False				-2	tezos/tezos	1936
gid://gitlab/DiffNote/376702912		Done	vbotbol	2020-07-09T15:52:58Z		False				-2	tezos/tezos	1936
gid://gitlab/DiffNote/376724460		"This catch is a bit weird. It seems to be a good idea to add a comment.

I suggest to do something like:

```
let metadata = (function | Ok metadata -> return_some metadata | Error _ -> return_none) in 
…
match metadata with | Some _ -> (* with meta*) | None -> (* without*)
```

What do you think? (Same remark for the next two `Lwt.catch`)."	vect0r	2020-07-09T16:25:18Z		False				-1	tezos/tezos	1936
gid://gitlab/DiffNote/376724461		"Is it a good idea to be more explicit? Like `Pruned metadata. The operation receipt was removed accordingly to the node's history mode`.

Same remark for all the `lib_client` errors."	vect0r	2020-07-09T16:25:18Z		False				0	tezos/tezos	1936
gid://gitlab/DiffNote/377187541		Okay, works for me.	arvidnl	2020-07-10T10:13:29Z		False				-1	tezos/tezos	1936
gid://gitlab/DiffNote/378410279		I did not understand the suggestion. `State.Block.all_operations_metadata` might raise an exception, not an error monad. A proper way of doing that would be to implement `all_operations_metadata` to return a tzresult or provide a `..._opt` version. I felt it was a bit out of scope as it requires a lot of refactoring. That and the fact that a proper refactoring exist in the new store made be go for the simple solution	vbotbol	2020-07-13T13:29:06Z		False				-2	tezos/tezos	1936
gid://gitlab/DiffNote/378410280		"I tried to be consistent with the previous error ""handling"". I'll add your suggestion, it looks better."	vbotbol	2020-07-13T13:29:07Z		False				-2	tezos/tezos	1936
gid://gitlab/DiffNote/361854198		"Why not use a single timestamp for this whole chunk?  
There's no yielding here so it should be close enough as to not matter. And similar patterns of using a single timestamp in similar situations exist above."	raphael-proust	2020-06-16T09:24:21Z		False				-1	tezos/tezos	1902
gid://gitlab/DiffNote/361859864		Ah, I forgot to factor these, good catch! I'll push a fix asap	igarnier	2020-06-16T09:31:12Z		False				-2	tezos/tezos	1902
gid://gitlab/DiffNote/362030782		Done	raphael-proust	2020-06-16T12:34:00Z		False				-1	tezos/tezos	1902
gid://gitlab/DiffNote/419832753		"About the different versions of `combine`:

- I think that `combine_give` is actually more general than `combine_k` and easier to use. Indeed you can write `let combined, leftovers = combine_give a b in 42` but you cannot write `combine_k a b @@ fun ~combined ~leftovers -> 42`. Maybe I'm missing the value of CPS here?

- I'm not sure about the name `combine_give` though (give what?). Maybe `combine_partial`?

- I feel that `combine_pad` could be useful but I don't actually have a real use case to show."	romain.nl	2020-09-28T15:53:37Z		False				4	tezos/tezos	1967
gid://gitlab/DiffNote/419875179		We should almost provide a `List.random_elt` but it would still return an option because of the empty list case...	mbouaziz	2020-09-28T17:12:42Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/419875185		I guess returning `false` would be enough here	mbouaziz	2020-09-28T17:12:43Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/419875192		Could we make a linter to enforce this?	mbouaziz	2020-09-28T17:12:43Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/419875202		"Move the `return` to the `Ok` case
```suggestion:-0+0
        List.map2_e
             ~when_different_lengths:(Exn Not_found)
             (List.map2
                ~when_different_lengths:(Exn Not_found)
                (convert_with_metadata chain_id))
             ops
             ops_metadata
        |> function
        | Ok v ->
            return v
        | Error (Exn Not_found) ->
            raise Not_found
        | Error _ ->
            assert false)
```"	mbouaziz	2020-09-28T17:12:43Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/419875208		Adding an `assert false` is quite ugly, can't we do better?	mbouaziz	2020-09-28T17:12:44Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/419875215		That's not what `List.map2` used to throw, is it?	mbouaziz	2020-09-28T17:12:44Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/419875222		"Nit
```suggestion:-0+0
      Format.pp_print_string ppf ""Inconsistent operation hashes lengths"")
```"	mbouaziz	2020-09-28T17:12:44Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/419875231		"It's a bit more efficient than `List.last rest |> Option.value ~default:one`.

Something I'd love is OCaml allowing `f x ~default` as a shortcut for `f x |> Option.value ~default`, in most cases it could also be automatically inlined."	mbouaziz	2020-09-28T17:12:45Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/419875250		"Wowowow, why isn't this just ""0"" o_O"	mbouaziz	2020-09-28T17:12:45Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/419875618		Fixed in 53fda61a	mbouaziz	2020-09-28T17:13:22Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/419906482		"Instead of building pairs, I could just build options. I'm not sure how much better it is, but possibly a bit?

```
rev_map_ep (fun x -> f x >|? fun b -> if b then Some x else None) l
>|=? fold_left (fun acc vo -> match vo with None -> acc | Some v -> v :: acc)
```

I went for that rn, let me know if you think it's ok"	raphael-proust	2020-09-28T18:22:31Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419906484		I added a whole lot of `rev_` variants to a whole lot of traversors. And this is one of them and I also changed the commit to start using it.	raphael-proust	2020-09-28T18:22:31Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419906486		"I haven't added that yet. But I guess I will.

Also, I'd rather call it `filter_some` (as in keep the `Some` values) and `filter_ok` and also provide a `filter_error` and `partition_result`."	raphael-proust	2020-09-28T18:22:31Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419906489		"I guess `combine_k` shouldn't have a named argument, and then we can just do `combine_k a b @@ fun ~rev_combined ~leftovers ->…` Fixing that.

Also, `combine_give` gives you the left overs and I picked the name after `combine_drop`. Basically `drop` drops the suffix and `give` gives you the suffix. But maybe just `combine_with_leftovers`?

Yeah, I removed `combine_pad`. It seemed less important. And I wanted `combine` variants to be more focused on error management: I kind of intend drop to be used to ignore the error and k/with_leftovers to be used to produce a detailed error message with info about the different lengths and stuff. So pad didn't really work with that."	raphael-proust	2020-09-28T18:22:32Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419906493		"I think it's ok to remove stuff from v0 that is not used from any of the released protocols.

Calling @paracetamolo to check?"	raphael-proust	2020-09-28T18:22:32Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419906497		"Oh, true! fixed!

Btw, for `for_all`, `exists` and `iter`, I think that having a more general `when_diff_len` that can take an `Ok _`/`Error _` value would make sense because for those the accumulator that is carried during traversal is trivial. But I think that uniformity in handling different list lengths is better than optimal special cases for certain traversors."	raphael-proust	2020-09-28T18:22:32Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419906500		Good catch! Fixed!	raphael-proust	2020-09-28T18:22:32Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907742		"Instead of building pairs, I could just build options. I'm not sure how much better it is, but possibly a bit?

```
rev_map_ep (fun x -> f x >|? fun b -> if b then Some x else None) l
>|=? fold_left (fun acc vo -> match vo with None -> acc | Some v -> v :: acc)
```

I went for that rn, let me know if you think it's ok"	raphael-proust	2020-09-28T18:25:39Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907744		I added a whole lot of `rev_` variants to a whole lot of traversors. And this is one of them and I also changed the commit to start using it.	raphael-proust	2020-09-28T18:25:40Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907746		"I haven't added that yet. But I guess I will.

Also, I'd rather call it `filter_some` (as in keep the `Some` values) and `filter_ok` and also provide a `filter_error` and `partition_result`."	raphael-proust	2020-09-28T18:25:40Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907747		"I guess `combine_k` shouldn't have a named argument, and then we can just do `combine_k a b @@ fun ~rev_combined ~leftovers ->…` Fixing that.

Also, `combine_give` gives you the left overs and I picked the name after `combine_drop`. Basically `drop` drops the suffix and `give` gives you the suffix. But maybe just `combine_with_leftovers`?

Yeah, I removed `combine_pad`. It seemed less important. And I wanted `combine` variants to be more focused on error management: I kind of intend drop to be used to ignore the error and k/with_leftovers to be used to produce a detailed error message with info about the different lengths and stuff. So pad didn't really work with that."	raphael-proust	2020-09-28T18:25:40Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907750		"I think it's ok to remove stuff from v0 that is not used from any of the released protocols.

Calling @paracetamolo to check?"	raphael-proust	2020-09-28T18:25:40Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907751		"Oh, true! fixed!

Btw, for `for_all`, `exists` and `iter`, I think that having a more general `when_diff_len` that can take an `Ok _`/`Error _` value would make sense because for those the accumulator that is carried during traversal is trivial. But I think that uniformity in handling different list lengths is better than optimal special cases for certain traversors."	raphael-proust	2020-09-28T18:25:40Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907755		Good catch! Fixed!	raphael-proust	2020-09-28T18:25:40Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907758		I don't know. I think dune is released as a library as well so we could probably do something clever scanning the AST of the dune files directly. (For a future MR obviously.)	raphael-proust	2020-09-28T18:25:41Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907761		"No, however

- it's within a wildcard `Lwt.catch` that recovers from it anyway
- if these lists are of different lengths, it's indicative of storage being inconsistent and at that point, we have bigger problems
- the correct solution here is to change the storage abstraction layer so that it can return one list of list of pairs rather than a pair of lists of lists and deal with different lengths there (but it's a bit more complicated because actually the storage may return the ops successfully but not the metadata (due to history modes) and so it actually need to return (`(op * metadata) list list, op list list) either)`)."	raphael-proust	2020-09-28T18:25:41Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907765		"I was thinking about adding `List.last_already_destructed_list ~hd ~tl` that is meant to be used specifically for this and similar cases. Basically for `match l with [] -> <something complticated> | hd :: tl -> last_already_destructed ~hd ~tl`.

Style:
- I don't like the named arguments here so they'd just go in my opinion
- What's a good name for `List.last_already_destructed_list`? `last_non_empty`? `last_default`? `last_def`? `last_dft`?
- Or should this be the new `last` and we rename the old one as `last_opt`?"	raphael-proust	2020-09-28T18:25:41Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419907768		"Often the `String.make 1 '<some char>'` is a way to force dynamic allocation. But in this case it's not in a function so it doesn't really work this way. Another possibility is to have avoided it living in the static memory and actually being on the heap. But I can't see why it'd be useful.

What I think is the actual reason is to have partially-self-documenting code. The comment above it explains that this value is the immediate successor of '/' in ascii-based lexicographic string comparison. So I think the aim is to make it more clear that this value is intended as an immediate successor in the discrete space of strings or something like that.

However,
- a good comment would be better
- the name given to the value mentions its content, not its role which makes it confusing.

My recommendation would be to:
1. write a better comment
2. name the variable `immediate_lexicographic_successor_of_path_splitter` (or something like that)
3. use `""0""` directly

(Note that I also would like for this to happen in a separate MR, and by someone with knowledge of the storage code because the above is kinda a guess.)"	raphael-proust	2020-09-28T18:25:41Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/419911623		Added, but now I have to use them internally.	raphael-proust	2020-09-28T18:34:43Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/420239564		Done	raphael-proust	2020-09-29T07:04:13Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/420239567		"Also, this function unopts but then it's wrapped inside a `Some` so I'm just simplifying that and removing the assert.

I now have the following that could reasonably be added to the List module, but I'm not sure it's the most efficient.

```
  let random_elt = function
     | [] -> None
     | _ :: _ as l ->
       let n = List.length l in
       let r = Random.int n in
       List.nth l r
```"	raphael-proust	2020-09-29T07:04:13Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/420241999		I'll remove the commit next time I do a rebase.	raphael-proust	2020-09-29T07:06:16Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/420298358		"Note that what I meant when I said we cannot write `combine_k a b @@ fun ~combined ~leftovers -> 42` is that we cannot have the continuation return `42` because it is not a list of pairs :) I guess the continuation could return `'c` though. (CPS newbie question: is it called a continuation if it has restrictions on the result type?)

My real question though was: why provide the continuation version at all? Do you see a specific use case for it that cannot be as easily written with `combine_give`? I feel like I'm missing something obvious here :D

Dropping `combine_pad` seems reasonable to me. It's not like it is hard to implement locally if needed anyway."	romain.nl	2020-09-29T08:19:08Z		False				4	tezos/tezos	1967
gid://gitlab/DiffNote/420310898		"Answering @mbouaziz 's remark about `f x ~default` as a shortcut for `f x |> Option.value ~default`: I usually define `let default x = function None -> x | Some x -> x` and they I can write `f x |> default` and find it very convenient.

Answering @raphael-proust :
- agreed, the labels are not needed because there is no ambiguity: messing up the order of hd and tl would cause a type error;
- I like all your choices (except the long one `last_already_destructed_list`), I would probably go with `last_default` unless we think that we will use the suffix `_default` often enough that shortening it to `_def` or `_dft` makes sense;
- I also like the option of this being the new `last`, especially since it would make sense to have the version which returns an option be named `last_opt`."	romain.nl	2020-09-29T08:32:39Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/420315999		Yes, options will be cheaper than pairs	mbouaziz	2020-09-29T08:40:20Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/420316003		"Removing from the interface will probably fail compilation.

Removing from the implementation (i.e. replacing with a failure) will ok only once v1 is in use."	mbouaziz	2020-09-29T08:40:20Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/420316006		:+1:	mbouaziz	2020-09-29T08:40:20Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/420316009		I agree, so here you would have `~when_diff_len:ok_false`, and you can cast the result to `(bool, empty) result` and trivially unwrap the `Ok`?	mbouaziz	2020-09-29T08:40:21Z		False				0	tezos/tezos	1967
gid://gitlab/DiffNote/420316012		Let's try not to generalize every single use case, let's add something for it only if there's a real need	mbouaziz	2020-09-29T08:40:21Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/420591865		"Oh yes, I changed the return type recently to allow to return anything. It's real CPS now.

When there were more variants of `combine`, I wrote them all using `combine_k`. It's still the case that `_drop` and `_give` are returned this way. So that's why in my mind it's the more general one. In fact, `combine_give` is just as expressive. One thing that `combine_k` does relatively well is to self-document the fact that it returns a reversed combined prefix (through the `~rev_combined` label) (there's also documentation documentation btw).

I also liked the `_k` version because it has a sort of exception-handler form: you have to pass an expression to specifically deal with the weird case. In fact, an early version of this had two separate continuations: one without leftover and one with a non-optional leftover."	raphael-proust	2020-09-29T14:22:23Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/420591866		I've made `last`/`last_opt`. I dislike the asymmetry with `hd` but I guess the functions are fundamentally dissimilar enough that it justifies a different interface.	raphael-proust	2020-09-29T14:22:24Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/421278760		Latest version of `combine`s looks good to me!	romain.nl	2020-09-30T11:43:23Z		False				4	tezos/tezos	1967
gid://gitlab/DiffNote/421309355		Ok, I'm rebasing and squashing now!	raphael-proust	2020-09-30T12:28:40Z		False				-2	tezos/tezos	1967
gid://gitlab/DiffNote/424232320		Or add it to `OLD_PROTOCOLS`?	mbouaziz	2020-10-06T08:18:49Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/424244208		"Well we could. And it would have the same effect. It's just that (a) it's not an old protocol at all and (b) it's actually not instrumentable because it uses a pattern of code that doesn't go through the ppx.

If the aim is to have a single variable, we could also just have one variable `DO_NOT_INSTRUMENT` and a comment that says that old-protocols and anything that cannot be instrumented should go there. IMHO, that'd be cleaner than placing a new non-instrumentable protocol out of the non-instrumentable category and into the old category."	raphael-proust	2020-10-06T08:31:46Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/424356510		"Tentative of giving sens to 2 variables:
- `OLD_PROTOCOLS` is add-only since we cannot change the code
- `NOT_INSTRUMENTABLE` may be temporary

This is obviously wrong if we manage to fix the issue in the ppx.

To conclude:
![watev](https://i.pinimg.com/originals/32/29/d0/3229d01d55a4d32a0ad979271755dc9e.gif)"	mbouaziz	2020-10-06T10:33:54Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/424387479		"So we should put it in `NOT_INSTRUMENTABLE` but then move it¹ as soon as we release `OLD_PROTOCOLS`??

¹ I am looking forward to tagging you as a reviewer in the no-op MR that will make that change :wink:"	raphael-proust	2020-10-06T11:23:41Z		False				-1	tezos/tezos	1967
gid://gitlab/DiffNote/363416635		This one is deprecated but it won't hurt to keep it...	mbouaziz	2020-06-18T07:28:57Z		False				-1	tezos/tezos	1913
gid://gitlab/DiffNote/360482287		Why did you remove this check?	rafoo_	2020-06-12T21:34:24Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360483336		I think we usually write `Lwt.return @@ ...` instead of `... |> Lwt.return`.	rafoo_	2020-06-12T21:39:07Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360484332		I find it a bit sad to have all the machinery to compute the remaining gas and stop just before displaying it. You can use `Alpha_context.Gas.pp` to do it (see the `typecheck data` command for an example).	rafoo_	2020-06-12T21:43:30Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360587944		oops, it was a mistake. i meant to keep the test on the locally executed untyped unpacking, but apparently got a copy-paste mistake here. will be fixed in metastatedev/tezos!202	haochenxie	2020-06-13T13:17:00Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360587954		gotcha	haochenxie	2020-06-13T13:17:07Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360590231		"the rationale was to better facilitate integration with other commandline tools by not having noisy information. we could probably do one of the following

1. display the gas info to stdout, then other commandline tools will have a terrible time cleaning out the output
2. display the gas info to stderr, i am not sure which method in `#Client_context.printer` to be used (`#warning`/`#error` doesn't sound right but is there an alternative?)
3. defaults to display gas info, but suppressible by a `--quite`-kind of argument
4. defaults to display no gas info, but do print by a `--verbose`-kind of argument

i am personally strongly against 1., but not sure which in 2~4 would be the best given the traditions and conventions of this project"	haochenxie	2020-06-13T13:32:33Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360591030		See https://gitlab.com/tezos/tezos/-/issues/734 and in particular https://gitlab.com/tezos/tezos/-/issues/734#note_303170419 for a discussion on scriptability of the client.	rafoo_	2020-06-13T13:37:44Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360591809		checking `src/lib_clic/unix/scriptable.mli`	haochenxie	2020-06-13T13:45:03Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360592086		"an coincidence: i was also trying to propose the addition of a `pack` sub-command[1]

do you think it's a good idea to do them together in the same MR?

[1]: https://tezos-dev.slack.com/archives/C596FGNUR/p1591979349028500"	haochenxie	2020-06-13T13:47:34Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360592719		"`scriptable.mli` seems to assume the output being a table of values. not sure it fits too well with this use case where there is only a single value output.

maybe extending `scriptable.mli` is the correct way to go?"	haochenxie	2020-06-13T13:53:15Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360593207		"> do you think it's a good idea to do them together in the same MR?

Probably not, I think the `pack` one will be purely client-side so it does not need a protocol amendment and can target tezos/tezos/master."	rafoo_	2020-06-13T13:57:39Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360593345		"> there is only a single value output.

I see two values in output: remaining gas and unpacked expression; am I missing something?"	rafoo_	2020-06-13T13:58:46Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/360594431		ahh, sorry i was having the mindset that the gas info isn't an interesting value so forgot it being a decent output..	haochenxie	2020-06-13T14:07:40Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/361887208		added support for `--script-for` in the newest changeset in metastatedev/tezos!202	haochenxie	2020-06-16T10:05:17Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/361894597		I guess you mean `--for-script`.	rafoo_	2020-06-16T10:10:06Z		False				-1	tezos/tezos	1896
gid://gitlab/DiffNote/361866440		"```suggestion:-0+0
    let ( >>|? ) = ( >|=? ) (* for backward compatibility *)
```"	rafoo_	2020-06-16T09:39:02Z		False				0	tezos/tezos	1903
gid://gitlab/DiffNote/361869944		Fixed	raphael-proust	2020-06-16T09:43:18Z		False				-2	tezos/tezos	1903
gid://gitlab/DiffNote/361872678		How is this better than appending the error traces (as done for example here: https://gitlab.com/tezos/tezos/-/blob/master/src/lib_client_base/client_aliases.ml#L263)?	rafoo_	2020-06-16T09:46:53Z		False				-1	tezos/tezos	1903
gid://gitlab/DiffNote/361879556		"It's mostly because

- That's not what traces are supposed to be.
- That's closer to what Lwt does when handling parallel rejections."	raphael-proust	2020-06-16T09:55:35Z		False				-2	tezos/tezos	1903
gid://gitlab/DiffNote/362869992		OK, this shouldn't block this MR anyway.	rafoo_	2020-06-17T12:21:52Z		False				-1	tezos/tezos	1903
gid://gitlab/DiffNote/395333072		"```suggestion:-0+0
  Process.on_process_log := Some capture ;
```"	romain.nl	2020-08-13T08:47:53Z		False				0	tezos/tezos	1997
gid://gitlab/DiffNote/395338399		"If `capture_f` or `Process.wait` raises an exception (or never finishes), this file is never removed.

I suggest that instead of `Filename.get_temp_dir_name` you use `Temp.file`. `Temp` is a module of `lib_tezt`. `Test.run` ensures that all temporary files are deleted at the end of each test, except if `--keep-temp` is specified."	romain.nl	2020-08-13T08:54:42Z		False				-1	tezos/tezos	1997
gid://gitlab/DiffNote/395344055		"```suggestion:-0+0
To run all the regression tests, use the ``regression`` tag::
```"	romain.nl	2020-08-13T09:02:41Z		False				0	tezos/tezos	1997
gid://gitlab/DiffNote/395344271		"```suggestion:-0+0
done with the ``--reset-regressions`` option, e.g.:: 
```"	romain.nl	2020-08-13T09:03:06Z		False				0	tezos/tezos	1997
gid://gitlab/DiffNote/395396977		done using `Lwt.finalize`	tzemanovic	2020-08-13T09:52:55Z		False				-2	tezos/tezos	1997
gid://gitlab/DiffNote/395398926		done	tzemanovic	2020-08-13T09:53:30Z		False				-2	tezos/tezos	1997
gid://gitlab/DiffNote/395400478		removed and inlined	tzemanovic	2020-08-13T09:53:51Z		False				-2	tezos/tezos	1997
gid://gitlab/DiffNote/395400964		done	tzemanovic	2020-08-13T09:53:59Z		False				-2	tezos/tezos	1997
gid://gitlab/DiffNote/395401576		done	tzemanovic	2020-08-13T09:54:07Z		False				-2	tezos/tezos	1997
gid://gitlab/DiffNote/395402331		good point! done	tzemanovic	2020-08-13T09:54:18Z		False				-2	tezos/tezos	1997
